date,time,temp,feels_like,humidity,pressure,wind_speed,weather_main,weather_description,data_time,sunrise,sunset,city,unix_timestamp
2025-07-27,00:00,75.33,76.23,78,1018,0.0,Clear,clear sky,23:57,06:16,20:29,Lynchburg,1753588653
2025-07-27,00:15,75.33,76.17,77,1018,3.44,Clear,clear sky,00:15,06:16,20:29,Lynchburg,1753589702
2025-07-27,00:30,75.65,76.68,80,1019,3.44,Clear,clear sky,00:28,06:16,20:29,Lynchburg,1753590504
2025-07-27,00:45,75.65,76.68,80,1018,3.44,Clear,clear sky,00:45,06:16,20:29,Lynchburg,1753591501
2025-07-27,01:00,75.54,76.55,80,1018,3.44,Clear,clear sky,01:00,06:16,20:29,Lynchburg,1753592402
2025-07-27,01:15,75.69,76.57,77,1018,0.0,Clear,clear sky,01:11,06:16,20:29,Lynchburg,1753593091
2025-07-27,01:30,75.69,76.57,77,1019,0.0,Clear,clear sky,01:27,06:16,20:29,Lynchburg,1753594036
2025-07-27,01:45,75.69,76.57,77,1018,0.0,Clear,clear sky,01:41,06:16,20:29,Lynchburg,1753594880
2025-07-27,02:00,74.98,75.99,81,1018,0.0,Clear,clear sky,01:58,06:16,20:29,Lynchburg,1753595925
2025-07-27,02:15,74.98,75.99,81,1018,0.0,Clouds,few clouds,02:11,06:16,20:29,Lynchburg,1753596691
2025-07-27,02:30,74.98,75.99,81,1018,0.0,Clouds,few clouds,02:30,06:16,20:29,Lynchburg,1753597802
2025-07-27,02:45,74.98,75.99,81,1018,0.0,Clouds,few clouds,02:42,06:16,20:29,Lynchburg,1753598536
2025-07-27,03:00,74.98,75.99,81,1018,0.0,Clouds,few clouds,02:59,06:16,20:29,Lynchburg,1753599599
2025-07-27,03:15,74.98,75.99,81,1018,4.61,Clear,clear sky,03:15,06:16,20:29,Lynchburg,1753600502
2025-07-27,03:30,74.98,75.99,81,1018,4.61,Clear,clear sky,03:27,06:16,20:29,Lynchburg,1753601236
2025-07-27,03:45,74.57,75.4,78,1018,4.61,Clear,clear sky,03:41,06:16,20:29,Lynchburg,1753602091
2025-07-27,04:00,74.75,75.74,81,1017,4.61,Clear,clear sky,04:00,06:16,20:29,Lynchburg,1753603201
2025-07-27,04:15,74.75,75.74,81,1017,0.0,Clouds,scattered clouds,04:11,06:16,20:29,Lynchburg,1753603891
2025-07-27,04:30,74.75,75.74,81,1018,0.0,Clouds,scattered clouds,04:27,06:16,20:29,Lynchburg,1753604836
2025-07-27,04:45,74.91,75.78,78,1017,0.0,Clouds,scattered clouds,04:42,06:16,20:29,Lynchburg,1753605736
2025-07-27,05:00,74.91,75.78,78,1017,0.0,Clouds,scattered clouds,05:00,06:16,20:29,Lynchburg,1753606802
2025-07-27,05:15,74.43,75.24,78,1018,0.0,Clouds,few clouds,05:15,06:16,20:29,Lynchburg,1753607702
2025-07-27,05:30,74.43,75.29,79,1018,0.0,Clouds,few clouds,05:30,06:16,20:29,Lynchburg,1753608602
2025-07-27,05:45,74.3,75.15,79,1018,0.0,Clouds,few clouds,05:43,06:16,20:29,Lynchburg,1753609433
2025-07-27,06:00,74.3,75.15,79,1018,0.0,Clouds,few clouds,05:58,06:16,20:29,Lynchburg,1753610318
2025-07-27,06:15,74.3,75.15,79,1018,0.0,Clear,clear sky,06:15,06:16,20:29,Lynchburg,1753611302
2025-07-27,06:30,74.16,74.98,79,1018,0.0,Clear,clear sky,06:28,06:16,20:29,Lynchburg,1753612118
2025-07-27,06:45,73.98,74.93,82,1018,0.0,Clear,clear sky,06:45,06:16,20:29,Lynchburg,1753613101
2025-07-27,07:00,74.3,75.15,79,1018,0.0,Clear,clear sky,06:58,06:16,20:29,Lynchburg,1753613895
2025-07-27,07:15,74.16,74.98,79,1018,0.0,Clear,clear sky,07:13,06:16,20:29,Lynchburg,1753614834
2025-07-27,07:30,74.3,75.29,82,1018,0.0,Clear,clear sky,07:29,06:16,20:29,Lynchburg,1753615744
2025-07-27,07:45,75.42,77.13,95,1018,0.0,Clear,clear sky,07:45,06:16,20:29,Lynchburg,1753616701
2025-07-27,08:00,74.93,75.83,79,1018,0.0,Clear,clear sky,07:58,06:16,20:29,Lynchburg,1753617518
2025-07-27,08:15,78.73,78.73,92,1018,0.0,Clear,clear sky,08:15,06:16,20:29,Lynchburg,1753618502
2025-07-27,08:30,79.34,79.34,89,1018,0.0,Clear,clear sky,08:29,06:16,20:29,Lynchburg,1753619355
2025-07-27,08:45,80.15,84.99,83,1018,0.0,Clear,clear sky,08:41,06:16,20:29,Lynchburg,1753620090
2025-07-27,09:00,80.8,87.3,87,1018,0.0,Clear,clear sky,08:58,06:16,20:29,Lynchburg,1753621118
2025-07-27,09:15,83.35,92.57,81,1019,5.75,Clear,clear sky,09:15,06:16,20:29,Lynchburg,1753622101
2025-07-27,09:30,84.56,95.97,81,1019,5.75,Clear,clear sky,09:28,06:16,20:29,Lynchburg,1753622939
2025-07-27,09:45,83.73,91.51,75,1018,5.75,Clear,clear sky,09:45,06:16,20:29,Lynchburg,1753623902
2025-07-27,10:00,83.84,92.12,76,1018,5.75,Clear,clear sky,09:58,06:16,20:29,Lynchburg,1753624704
2025-07-27,10:15,89.1,99.72,64,1019,3.44,Clear,clear sky,10:13,06:16,20:29,Lynchburg,1753625618
2025-07-27,10:30,88.95,100.49,66,1019,3.44,Clear,clear sky,10:29,06:16,20:29,Lynchburg,1753626573
2025-07-27,10:45,89.15,99.3,63,1018,3.44,Clear,clear sky,10:45,06:16,20:29,Lynchburg,1753627502
2025-07-27,11:00,89.15,99.3,63,1018,3.44,Clear,clear sky,10:55,06:16,20:29,Lynchburg,1753628121
2025-07-27,11:15,89.01,101.21,67,1019,3.44,Clear,clear sky,11:13,06:16,20:29,Lynchburg,1753629218
2025-07-27,11:30,90.07,102.67,67,1018,3.44,Clear,clear sky,11:30,06:16,20:29,Lynchburg,1753630202
2025-07-27,11:45,90.7,103.3,65,1018,3.44,Clear,clear sky,11:43,06:16,20:29,Lynchburg,1753631018
2025-07-27,12:00,91.56,104.16,64,1018,3.44,Clear,clear sky,12:00,06:16,20:29,Lynchburg,1753632002
2025-07-27,12:15,92.39,104.99,63,1019,1.01,Clouds,scattered clouds,12:15,06:16,20:29,Lynchburg,1753632902
2025-07-27,12:30,92.39,104.99,62,1019,5.23,Clouds,scattered clouds,12:29,06:16,20:29,Lynchburg,1753633760
2025-07-27,12:45,93.25,105.85,63,1017,1.01,Clouds,scattered clouds,12:45,06:16,20:29,Lynchburg,1753634702
2025-07-27,13:00,92.39,104.99,59,1017,1.01,Clouds,scattered clouds,12:58,06:16,20:29,Lynchburg,1753635518
2025-07-27,13:15,93.25,105.85,59,1018,1.01,Clouds,broken clouds,13:10,06:16,20:29,Lynchburg,1753636240
2025-07-27,13:30,94.69,107.29,65,1018,1.01,Clear,clear sky,13:28,06:16,20:29,Lynchburg,1753637298
2025-07-27,13:45,94.15,106.75,60,1017,0.0,Clouds,broken clouds,13:45,06:16,20:29,Lynchburg,1753638301
2025-07-27,14:00,94.15,106.75,58,1017,1.99,Clouds,broken clouds,13:58,06:16,20:29,Lynchburg,1753639133
2025-07-27,14:15,95.5,108.1,55,1017,0.0,Clouds,broken clouds,14:15,06:16,20:29,Lynchburg,1753640102
2025-07-27,14:30,96.35,108.95,52,1017,1.99,Clouds,broken clouds,14:29,06:16,20:29,Lynchburg,1753640949
2025-07-27,14:45,96.39,108.99,52,1016,1.99,Clouds,broken clouds,14:42,06:16,20:29,Lynchburg,1753641721
2025-07-27,15:00,96.35,108.95,52,1016,1.01,Clouds,broken clouds,14:58,06:16,20:29,Lynchburg,1753642718
2025-07-27,15:15,96.33,108.93,55,1017,5.75,Clouds,scattered clouds,15:15,06:16,20:29,Lynchburg,1753643701
2025-07-27,15:30,96.35,108.95,53,1017,5.75,Clouds,scattered clouds,15:28,06:16,20:29,Lynchburg,1753644489
2025-07-27,15:45,95.49,108.09,56,1015,5.75,Clouds,scattered clouds,15:45,06:16,20:29,Lynchburg,1753645502
2025-07-27,16:00,97.16,109.76,53,1015,5.75,Clouds,scattered clouds,15:58,06:16,20:29,Lynchburg,1753646299
2025-07-27,16:15,97.16,109.76,55,1016,8.05,Clouds,scattered clouds,16:13,06:16,20:29,Lynchburg,1753647231
2025-07-27,16:30,97.18,109.78,53,1015,8.05,Clouds,scattered clouds,16:30,06:16,20:29,Lynchburg,1753648202
2025-07-27,16:45,94.57,105.6,52,1015,8.05,Clouds,scattered clouds,16:42,06:16,20:29,Lynchburg,1753648934
2025-07-27,17:00,94.57,105.6,52,1015,8.05,Clouds,scattered clouds,16:58,06:16,20:29,Lynchburg,1753649906
2025-07-27,17:15,96.35,108.95,51,1016,14.97,Clouds,few clouds,17:12,06:16,20:29,Lynchburg,1753650736
2025-07-27,17:30,96.33,108.93,51,1016,14.97,Clouds,few clouds,17:29,06:16,20:29,Lynchburg,1753651762
2025-07-27,17:45,94.51,104.07,50,1015,14.97,Clouds,few clouds,17:44,06:16,20:29,Lynchburg,1753652678
2025-07-27,18:00,94.5,104.72,51,1015,14.97,Clouds,few clouds,18:00,06:16,20:29,Lynchburg,1753653601
2025-07-27,18:15,94.35,105.78,53,1017,6.91,Clear,clear sky,18:10,06:16,20:29,Lynchburg,1753654250
2025-07-27,18:30,93.52,105.84,56,1015,6.91,Clear,clear sky,18:30,06:16,20:29,Lynchburg,1753655401
2025-07-27,18:45,93.31,105.91,58,1015,6.91,Clear,clear sky,18:40,06:16,20:29,Lynchburg,1753656048
2025-07-27,19:00,92.66,105.26,62,1015,6.91,Clear,clear sky,19:00,06:16,20:29,Lynchburg,1753657202
2025-07-27,19:15,92.71,101.86,53,1017,0.0,Thunderstorm,thunderstorm,19:13,06:16,20:29,Lynchburg,1753658023
2025-07-27,19:30,83.73,88.43,65,1018,13.8,Clouds,broken clouds,19:28,06:16,20:29,Lynchburg,1753658900
