date,time,temp,feels_like,humidity,pressure,wind_speed,weather_main,weather_description,data_time,sunrise,sunset,city,unix_timestamp
2025-07-29,00:00,77.76,78.33,66,1017,0.0,Clear,clear sky,00:00,06:18,20:27,Lynchburg,1753761602
2025-07-29,00:15,77.52,78.22,69,1018,0.0,Clear,clear sky,00:15,06:18,20:27,Lynchburg,1753762501
2025-07-29,00:30,77.52,78.12,67,1018,0.0,Clear,clear sky,00:25,06:18,20:27,Lynchburg,1753763135
2025-07-29,00:45,77.52,78.08,66,1018,0.0,Clear,clear sky,00:41,06:18,20:27,Lynchburg,1753764077
2025-07-29,01:00,77.52,78.08,66,1018,0.0,Clear,clear sky,00:58,06:18,20:27,Lynchburg,1753765111
2025-07-29,01:15,77.49,77.99,65,1018,0.0,Clouds,broken clouds,01:12,06:18,20:27,Lynchburg,1753765978
2025-07-29,01:30,77.49,77.99,65,1018,0.0,Clouds,broken clouds,01:26,06:18,20:27,Lynchburg,1753766782
2025-07-29,01:45,77.49,77.99,65,1017,0.0,Clouds,broken clouds,01:45,06:18,20:27,Lynchburg,1753767901
2025-07-29,02:00,76.64,77.02,64,1017,0.0,Clouds,broken clouds,02:00,06:18,20:27,Lynchburg,1753768802
2025-07-29,02:15,76.64,77.02,64,1017,0.0,Clear,clear sky,02:15,06:18,20:27,Lynchburg,1753769702
2025-07-29,02:30,76.64,76.91,62,1017,0.0,Clear,clear sky,02:30,06:18,20:27,Lynchburg,1753770601
2025-07-29,02:45,76.64,76.91,62,1017,0.0,Clear,clear sky,02:43,06:18,20:27,Lynchburg,1753771429
2025-07-29,03:00,76.64,76.96,63,1017,0.0,Clear,clear sky,02:59,06:18,20:27,Lynchburg,1753772380
2025-07-29,03:15,76.37,76.71,64,1017,0.0,Clear,clear sky,03:14,06:18,20:27,Lynchburg,1753773269
2025-07-29,03:30,75.54,75.85,65,1017,0.0,Clear,clear sky,03:28,06:18,20:27,Lynchburg,1753774097
2025-07-29,03:45,75.54,75.85,65,1017,0.0,Clear,clear sky,03:45,06:18,20:27,Lynchburg,1753775102
2025-07-29,04:00,76.37,76.77,65,1017,0.0,Clear,clear sky,03:59,06:18,20:27,Lynchburg,1753775999
2025-07-29,04:15,76.35,76.75,65,1017,0.0,Clouds,broken clouds,04:10,06:18,20:27,Lynchburg,1753776620
2025-07-29,04:30,75.52,75.88,66,1017,0.0,Clouds,broken clouds,04:30,06:18,20:27,Lynchburg,1753777802
2025-07-29,04:45,75.52,75.83,65,1017,0.0,Clouds,broken clouds,04:42,06:18,20:27,Lynchburg,1753778531
2025-07-29,05:00,75.52,75.83,65,1017,0.0,Clouds,broken clouds,05:00,06:18,20:27,Lynchburg,1753779601
2025-07-29,05:15,75.79,76.14,65,1017,0.0,Clouds,broken clouds,05:14,06:18,20:27,Lynchburg,1753780482
2025-07-29,05:30,75.78,75.97,62,1017,0.0,Clouds,broken clouds,05:30,06:18,20:27,Lynchburg,1753781401
2025-07-29,05:45,75.78,75.97,62,1017,0.0,Clouds,broken clouds,05:41,06:18,20:27,Lynchburg,1753782077
2025-07-29,06:00,74.95,75.2,65,1017,0.0,Clouds,broken clouds,05:55,06:18,20:27,Lynchburg,1753782930
2025-07-29,06:15,74.66,74.98,67,1017,0.0,Mist,mist,06:14,06:18,20:27,Lynchburg,1753784087
2025-07-29,06:30,74.66,74.98,67,1018,0.0,Mist,mist,06:25,06:18,20:27,Lynchburg,1753784741
2025-07-29,06:45,74.66,74.98,67,1018,0.0,Mist,mist,06:44,06:18,20:27,Lynchburg,1753785849
2025-07-29,07:00,74.66,74.98,67,1018,0.0,Mist,mist,06:58,06:18,20:27,Lynchburg,1753786712
2025-07-29,07:15,74.66,74.98,67,1017,0.0,Clear,clear sky,07:13,06:18,20:27,Lynchburg,1753787596
2025-07-29,07:30,74.66,74.93,66,1018,0.0,Clear,clear sky,07:25,06:18,20:27,Lynchburg,1753788325
2025-07-29,07:45,75.51,75.87,66,1018,0.0,Clear,clear sky,07:40,06:18,20:27,Lynchburg,1753789230
2025-07-29,08:00,75.52,75.88,66,1018,0.0,Clear,clear sky,07:55,06:18,20:27,Lynchburg,1753790118
2025-07-29,08:15,76.33,76.59,62,1018,0.0,Clear,clear sky,08:15,06:18,20:27,Lynchburg,1753791301
2025-07-29,08:30,77.2,77.49,61,1018,0.0,Clear,clear sky,08:30,06:18,20:27,Lynchburg,1753792202
2025-07-29,08:45,80.08,85.1,85,1018,0.0,Clear,clear sky,08:40,06:18,20:27,Lynchburg,1753792831
2025-07-29,09:00,80.2,85.26,84,1018,0.0,Clear,clear sky,08:56,06:18,20:27,Lynchburg,1753793781
2025-07-29,09:15,83.62,91.92,77,1018,0.0,Clear,clear sky,09:10,06:18,20:27,Lynchburg,1753794619
2025-07-29,09:30,83.68,92.05,77,1018,0.0,Clear,clear sky,09:30,06:18,20:27,Lynchburg,1753795802
2025-07-29,09:45,83.71,91.8,76,1018,0.0,Clear,clear sky,09:45,06:18,20:27,Lynchburg,1753796702
2025-07-29,10:00,83.77,91.6,75,1018,0.0,Clear,clear sky,10:00,06:18,20:27,Lynchburg,1753797601
2025-07-29,10:15,85.51,94.73,72,1019,3.44,Clear,clear sky,10:15,06:18,20:27,Lynchburg,1753798501
2025-07-29,10:30,85.68,94.71,71,1019,3.44,Clear,clear sky,10:29,06:18,20:27,Lynchburg,1753799364
2025-07-29,10:45,85.69,94.75,71,1018,3.44,Clear,clear sky,10:45,06:18,20:27,Lynchburg,1753800302
2025-07-29,11:00,87.67,100.27,75,1018,2.15,Clouds,scattered clouds,10:58,06:18,20:27,Lynchburg,1753801092
2025-07-29,11:15,88.45,101.05,72,1019,4.61,Clouds,scattered clouds,11:10,06:18,20:27,Lynchburg,1753801834
2025-07-29,11:30,89.29,101.89,69,1019,5.75,Clouds,broken clouds,11:26,06:18,20:27,Lynchburg,1753802767
2025-07-29,11:45,89.31,101.91,70,1018,5.75,Clouds,broken clouds,11:45,06:18,20:27,Lynchburg,1753803901
2025-07-29,12:00,89.67,102.27,72,1018,2.89,Clouds,scattered clouds,11:56,06:18,20:27,Lynchburg,1753804580
2025-07-29,12:15,89.6,102.2,67,1018,4.61,Clouds,broken clouds,12:15,06:18,20:27,Lynchburg,1753805701
2025-07-29,12:30,90.43,103.03,67,1017,4.61,Clouds,broken clouds,12:30,06:18,20:27,Lynchburg,1753806601
2025-07-29,12:45,89.11,99.21,63,1017,4.61,Clouds,broken clouds,12:40,06:18,20:27,Lynchburg,1753807247
2025-07-29,13:00,89.2,99.43,63,1017,4.61,Clouds,broken clouds,12:56,06:18,20:27,Lynchburg,1753808180
2025-07-29,13:15,91.0,102.13,60,1018,3.44,Clouds,broken clouds,13:11,06:18,20:27,Lynchburg,1753809099
2025-07-29,13:30,90.95,102.0,60,1018,3.44,Clouds,broken clouds,13:29,06:18,20:27,Lynchburg,1753810165
2025-07-29,13:45,90.93,101.34,59,1016,3.44,Clouds,broken clouds,13:45,06:18,20:27,Lynchburg,1753811101
2025-07-29,14:00,90.88,100.62,58,1016,3.44,Clouds,broken clouds,13:59,06:18,20:27,Lynchburg,1753811965
2025-07-29,14:15,90.91,101.3,59,1017,6.91,Clouds,broken clouds,14:15,06:18,20:27,Lynchburg,1753812902
2025-07-29,14:30,90.95,100.78,58,1016,6.91,Clouds,broken clouds,14:30,06:18,20:27,Lynchburg,1753813801
2025-07-29,14:45,90.95,100.78,58,1016,6.91,Clouds,broken clouds,14:45,06:18,20:27,Lynchburg,1753814701
2025-07-29,15:00,90.93,100.74,58,1016,6.91,Clouds,broken clouds,14:56,06:18,20:27,Lynchburg,1753815393
2025-07-29,15:15,90.93,99.01,55,1016,5.75,Clouds,broken clouds,15:12,06:18,20:27,Lynchburg,1753816367
2025-07-29,15:30,90.97,99.09,55,1015,5.75,Clouds,broken clouds,15:30,06:18,20:27,Lynchburg,1753817402
2025-07-29,15:45,90.88,98.89,55,1015,5.75,Clouds,broken clouds,15:41,06:18,20:27,Lynchburg,1753818076
2025-07-29,16:00,90.88,98.89,55,1015,5.75,Clouds,broken clouds,15:59,06:18,20:27,Lynchburg,1753819166
2025-07-29,16:15,85.48,95.49,74,1016,4.61,Clouds,few clouds,16:15,06:18,20:27,Lynchburg,1753820101
2025-07-29,16:30,85.55,95.68,74,1015,4.61,Clouds,few clouds,16:30,06:18,20:27,Lynchburg,1753821002
2025-07-29,16:45,85.48,95.49,74,1015,4.61,Clouds,few clouds,16:45,06:18,20:27,Lynchburg,1753821901
2025-07-29,17:00,85.48,95.49,74,1015,4.61,Clouds,few clouds,16:51,06:18,20:27,Lynchburg,1753822301
2025-07-29,17:15,90.45,103.05,69,1016,4.61,Clear,clear sky,17:11,06:18,20:27,Lynchburg,1753823501
2025-07-29,17:30,89.08,100.81,66,1016,4.61,Clear,clear sky,17:26,06:18,20:27,Lynchburg,1753824380
2025-07-29,17:45,88.72,101.32,72,1015,4.61,Clear,clear sky,17:45,06:18,20:27,Lynchburg,1753825501
2025-07-29,18:00,89.08,100.81,66,1015,4.61,Clear,clear sky,18:00,06:18,20:27,Lynchburg,1753826402
2025-07-29,18:15,88.95,101.55,71,1016,5.75,Clear,clear sky,18:11,06:18,20:27,Lynchburg,1753827102
2025-07-29,18:30,88.95,101.55,71,1015,5.75,Clear,clear sky,18:30,06:18,20:27,Lynchburg,1753828201
2025-07-29,18:45,87.67,100.27,74,1015,4.59,Clouds,broken clouds,18:41,06:18,20:27,Lynchburg,1753828876
2025-07-29,19:00,87.62,100.22,74,1015,4.61,Thunderstorm,thunderstorm,19:00,06:18,20:27,Lynchburg,1753830001
2025-07-29,19:15,86.5,98.74,75,1017,5.75,Thunderstorm,thunderstorm,19:11,06:18,20:27,Lynchburg,1753830678
2025-07-29,19:30,85.64,96.82,76,1017,5.75,Thunderstorm,thunderstorm,19:27,06:18,20:27,Lynchburg,1753831644
2025-07-29,19:45,85.62,97.7,78,1016,5.75,Thunderstorm,thunderstorm,19:40,06:18,20:27,Lynchburg,1753832451
2025-07-29,20:00,84.78,95.32,78,1016,5.75,Thunderstorm,thunderstorm,19:56,06:18,20:27,Lynchburg,1753833379
2025-07-29,20:15,84.54,95.5,80,1016,0.0,Clear,clear sky,20:14,06:18,20:27,Lynchburg,1753834463
2025-07-29,20:30,84.54,95.5,80,1017,1.01,Clear,clear sky,20:30,06:18,20:27,Lynchburg,1753835402
2025-07-29,20:45,83.62,93.31,81,1017,0.0,Clear,clear sky,20:43,06:18,20:27,Lynchburg,1753836216
2025-07-29,21:00,83.57,93.16,81,1017,0.0,Clear,clear sky,20:57,06:18,20:27,Lynchburg,1753837077
2025-07-29,21:15,81.9,88.54,80,1017,0.0,Clouds,few clouds,21:13,06:18,20:27,Lynchburg,1753838024
2025-07-29,21:30,81.9,88.29,79,1017,0.0,Clouds,few clouds,21:30,06:18,20:27,Lynchburg,1753839002
2025-07-29,21:45,81.86,88.21,79,1017,0.0,Clouds,few clouds,21:43,06:18,20:27,Lynchburg,1753839826
2025-07-29,22:00,81.86,88.21,79,1017,0.0,Clouds,few clouds,21:58,06:18,20:27,Lynchburg,1753840715
2025-07-29,22:15,78.31,79.99,88,1017,0.0,Clear,clear sky,22:15,06:18,20:27,Lynchburg,1753841702
2025-07-29,22:30,79.45,79.45,81,1017,0.0,Clear,clear sky,22:29,06:18,20:27,Lynchburg,1753842564
2025-07-29,22:45,79.45,79.45,79,1017,0.0,Clear,clear sky,22:41,06:18,20:27,Lynchburg,1753843265
2025-07-29,23:00,79.48,79.48,76,1017,0.0,Clear,clear sky,23:00,06:18,20:27,Lynchburg,1753844402
2025-07-29,23:15,78.35,79.56,78,1017,0.0,Mist,mist,23:13,06:18,20:27,Lynchburg,1753845187
2025-07-29,23:30,78.33,79.43,76,1017,0.0,Mist,mist,23:30,06:18,20:27,Lynchburg,1753846202
2025-07-29,23:45,77.49,78.4,74,1017,0.0,Mist,mist,23:45,06:18,20:27,Lynchburg,1753847102
