date,time,temp,feels_like,humidity,pressure,wind_speed,weather_main,weather_description,data_time,sunrise,sunset,city,unix_timestamp
2025-08-03,00:00,64.27,64.31,83,1022,0.0,Clear,clear sky,23:58,06:22,20:22,Lynchburg,1754193520
2025-08-03,00:15,64.49,64.58,84,1022,3.44,Clear,clear sky,00:12,06:22,20:22,Lynchburg,1754194357
2025-08-03,00:30,63.68,63.75,85,1022,3.44,Clear,clear sky,00:27,06:22,20:22,Lynchburg,1754195256
2025-08-03,00:45,63.72,63.64,82,1022,3.44,Clear,clear sky,00:41,06:22,20:22,Lynchburg,1754196064
2025-08-03,01:00,63.72,63.68,83,1022,3.44,Clear,clear sky,01:00,06:22,20:22,Lynchburg,1754197202
2025-08-03,01:15,63.01,63.01,85,1022,0.0,Clear,clear sky,01:12,06:22,20:22,Lynchburg,1754197921
2025-08-03,01:30,62.91,62.89,85,1022,0.0,Clear,clear sky,01:25,06:22,20:22,Lynchburg,1754198719
2025-08-03,01:45,62.91,62.89,85,1022,0.0,Clear,clear sky,01:42,06:22,20:22,Lynchburg,1754199730
2025-08-03,02:00,62.38,62.31,85,1022,0.0,Mist,mist,01:57,06:22,20:22,Lynchburg,1754200627
2025-08-03,02:15,61.93,61.83,85,1022,0.0,Mist,mist,02:15,06:22,20:22,Lynchburg,1754201701
2025-08-03,02:30,61.84,61.72,85,1022,0.0,Mist,mist,02:26,06:22,20:22,Lynchburg,1754202365
2025-08-03,02:45,61.72,61.59,85,1022,0.0,Mist,mist,02:44,06:22,20:22,Lynchburg,1754203445
2025-08-03,03:00,61.21,61.07,86,1022,0.0,Mist,mist,02:57,06:22,20:22,Lynchburg,1754204230
2025-08-03,03:15,60.64,60.44,86,1022,0.0,Mist,mist,03:10,06:22,20:22,Lynchburg,1754205035
2025-08-03,03:30,60.15,59.86,85,1022,0.0,Mist,mist,03:27,06:22,20:22,Lynchburg,1754206046
2025-08-03,03:45,60.26,59.99,85,1022,0.0,Mist,mist,03:45,06:22,20:22,Lynchburg,1754207102
2025-08-03,04:00,59.92,59.61,85,1022,0.0,Mist,mist,03:58,06:22,20:22,Lynchburg,1754207934
2025-08-03,04:15,59.92,59.61,85,1022,0.0,Mist,mist,04:15,06:22,20:22,Lynchburg,1754208901
2025-08-03,04:30,59.92,59.61,85,1022,0.0,Mist,mist,04:26,06:22,20:22,Lynchburg,1754209565
2025-08-03,04:45,59.92,59.61,85,1022,0.0,Mist,mist,04:44,06:22,20:22,Lynchburg,1754210689
2025-08-03,05:00,59.92,59.61,85,1022,0.0,Mist,mist,05:00,06:22,20:22,Lynchburg,1754211601
2025-08-03,05:15,60.04,59.74,85,1022,0.0,Clouds,scattered clouds,05:15,06:22,20:22,Lynchburg,1754212501
2025-08-03,05:30,59.92,59.61,85,1022,0.0,Clouds,scattered clouds,05:27,06:22,20:22,Lynchburg,1754213230
2025-08-03,05:45,59.92,59.61,85,1022,0.0,Mist,mist,05:40,06:22,20:22,Lynchburg,1754214018
2025-08-03,06:00,60.03,59.72,85,1022,0.0,Mist,mist,05:55,06:22,20:22,Lynchburg,1754214919
2025-08-03,06:15,60.69,60.46,85,1022,3.44,Clear,clear sky,06:12,06:22,20:22,Lynchburg,1754215962
2025-08-03,06:30,60.6,60.35,85,1022,3.44,Clear,clear sky,06:30,06:22,20:22,Lynchburg,1754217002
2025-08-03,06:45,60.69,60.51,86,1022,3.44,Clear,clear sky,06:42,06:22,20:22,Lynchburg,1754217763
2025-08-03,07:00,60.24,60.01,86,1022,3.44,Clear,clear sky,06:57,06:22,20:22,Lynchburg,1754218671
2025-08-03,07:15,60.24,59.92,84,1022,0.0,Clear,clear sky,07:15,06:22,20:22,Lynchburg,1754219701
2025-08-03,07:30,61.02,60.76,84,1022,0.0,Clear,clear sky,07:30,06:22,20:22,Lynchburg,1754220602
2025-08-03,07:45,60.89,60.49,81,1022,0.0,Clear,clear sky,07:45,06:22,20:22,Lynchburg,1754221502
2025-08-03,08:00,61.0,60.66,82,1022,0.0,Clear,clear sky,08:00,06:22,20:22,Lynchburg,1754222401
2025-08-03,08:15,62.08,61.79,81,1022,4.61,Clear,clear sky,08:12,06:22,20:22,Lynchburg,1754223130
2025-08-03,08:30,62.55,62.35,82,1022,4.61,Clear,clear sky,08:25,06:22,20:22,Lynchburg,1754223919
2025-08-03,08:45,64.29,64.94,96,1022,4.61,Clear,clear sky,08:41,06:22,20:22,Lynchburg,1754224868
2025-08-03,09:00,64.92,65.59,95,1022,4.61,Clear,clear sky,08:58,06:22,20:22,Lynchburg,1754225884
2025-08-03,09:15,68.83,69.46,86,1022,6.91,Clear,clear sky,09:15,06:22,20:22,Lynchburg,1754226902
2025-08-03,09:30,67.93,68.41,85,1022,6.91,Clear,clear sky,09:26,06:22,20:22,Lynchburg,1754227568
2025-08-03,09:45,70.3,70.88,82,1022,6.91,Clear,clear sky,09:40,06:22,20:22,Lynchburg,1754228419
2025-08-03,10:00,69.8,70.38,83,1022,6.91,Clear,clear sky,09:56,06:22,20:22,Lynchburg,1754229368
2025-08-03,10:15,70.41,70.86,79,1022,5.75,Clear,clear sky,10:11,06:22,20:22,Lynchburg,1754230268
2025-08-03,10:30,71.08,71.55,78,1022,5.75,Clear,clear sky,10:26,06:22,20:22,Lynchburg,1754231179
2025-08-03,10:45,71.89,72.39,77,1022,5.75,Clear,clear sky,10:40,06:22,20:22,Lynchburg,1754232019
2025-08-03,11:00,73.0,73.53,75,1022,5.75,Clear,clear sky,11:00,06:22,20:22,Lynchburg,1754233201
2025-08-03,11:15,73.58,74.07,73,1022,5.75,Clouds,scattered clouds,11:10,06:22,20:22,Lynchburg,1754233819
2025-08-03,11:30,73.54,73.85,69,1022,5.75,Clouds,scattered clouds,11:26,06:22,20:22,Lynchburg,1754234768
2025-08-03,11:45,74.59,75.04,70,1021,5.75,Clouds,scattered clouds,11:43,06:22,20:22,Lynchburg,1754235799
2025-08-03,12:00,74.19,74.46,67,1021,5.75,Clouds,scattered clouds,11:57,06:22,20:22,Lynchburg,1754236638
2025-08-03,12:15,75.2,75.47,65,1022,8.05,Clouds,broken clouds,12:10,06:22,20:22,Lynchburg,1754237419
2025-08-03,12:30,75.42,75.61,63,1022,8.05,Clouds,broken clouds,12:25,06:22,20:22,Lynchburg,1754238319
2025-08-03,12:45,75.88,76.14,63,1021,8.05,Clouds,broken clouds,12:40,06:22,20:22,Lynchburg,1754239219
2025-08-03,13:00,76.5,76.24,51,1021,8.05,Clouds,broken clouds,13:00,06:22,20:22,Lynchburg,1754240401
2025-08-03,13:15,75.92,76.17,63,1021,6.91,Clouds,broken clouds,13:12,06:22,20:22,Lynchburg,1754241169
2025-08-03,13:30,74.75,74.64,58,1021,6.91,Clouds,broken clouds,13:28,06:22,20:22,Lynchburg,1754242134
2025-08-03,13:45,74.71,74.57,57,1020,6.91,Clouds,broken clouds,13:40,06:22,20:22,Lynchburg,1754242819
2025-08-03,14:00,74.68,74.48,56,1020,6.91,Clouds,broken clouds,13:55,06:22,20:22,Lynchburg,1754243719
2025-08-03,14:15,77.09,77.32,60,1021,5.75,Clouds,broken clouds,14:12,06:22,20:22,Lynchburg,1754244770
2025-08-03,14:30,76.51,76.41,54,1021,5.75,Clouds,broken clouds,14:26,06:22,20:22,Lynchburg,1754245602
2025-08-03,14:45,76.48,76.32,53,1020,5.75,Clouds,broken clouds,14:42,06:22,20:22,Lynchburg,1754246572
2025-08-03,15:00,76.51,76.41,54,1020,5.75,Clouds,broken clouds,14:59,06:22,20:22,Lynchburg,1754247597
2025-08-03,15:15,76.48,76.17,50,1020,9.22,Clouds,few clouds,15:10,06:22,20:22,Lynchburg,1754248224
2025-08-03,15:30,76.48,76.17,50,1019,9.22,Clouds,few clouds,15:30,06:22,20:22,Lynchburg,1754249402
2025-08-03,15:45,76.48,76.17,50,1019,9.22,Clouds,few clouds,15:43,06:22,20:22,Lynchburg,1754250194
2025-08-03,16:00,76.48,76.17,50,1019,9.22,Clouds,few clouds,16:00,06:22,20:22,Lynchburg,1754251201
2025-08-03,16:15,76.48,76.32,53,1020,5.75,Clouds,scattered clouds,16:10,06:22,20:22,Lynchburg,1754251819
2025-08-03,16:30,76.5,76.39,54,1020,5.75,Clouds,scattered clouds,16:25,06:22,20:22,Lynchburg,1754252719
2025-08-03,16:45,76.48,76.32,53,1019,5.75,Clouds,scattered clouds,16:40,06:22,20:22,Lynchburg,1754253619
2025-08-03,17:00,76.5,76.42,55,1019,5.75,Clouds,scattered clouds,17:00,06:22,20:22,Lynchburg,1754254801
2025-08-03,17:15,74.68,74.48,56,1020,3.44,Clouds,broken clouds,17:10,06:22,20:22,Lynchburg,1754255419
2025-08-03,17:30,74.68,74.48,56,1020,3.44,Clouds,broken clouds,17:29,06:22,20:22,Lynchburg,1754256579
2025-08-03,17:45,74.79,74.73,59,1019,3.44,Clouds,broken clouds,17:40,06:22,20:22,Lynchburg,1754257225
2025-08-03,18:00,74.73,74.68,59,1019,3.44,Clouds,broken clouds,18:00,06:22,20:22,Lynchburg,1754258402
2025-08-03,18:15,72.91,72.97,65,1020,5.75,Clouds,scattered clouds,18:15,06:22,20:22,Lynchburg,1754259302
2025-08-03,18:30,72.91,72.97,65,1020,5.75,Clouds,scattered clouds,18:29,06:22,20:22,Lynchburg,1754260182
2025-08-03,18:45,73.33,73.89,75,1019,5.75,Clouds,scattered clouds,18:42,06:22,20:22,Lynchburg,1754260959
2025-08-03,19:00,73.2,73.74,75,1019,5.75,Clouds,scattered clouds,19:00,06:22,20:22,Lynchburg,1754262002
2025-08-03,19:15,72.86,73.42,76,1020,0.0,Clear,clear sky,19:15,06:22,20:22,Lynchburg,1754262901
2025-08-03,19:30,72.48,72.95,75,1020,0.0,Clear,clear sky,19:27,06:22,20:22,Lynchburg,1754263674
2025-08-03,19:45,71.87,72.34,76,1020,0.0,Clear,clear sky,19:45,06:22,20:22,Lynchburg,1754264702
2025-08-03,20:00,71.87,72.37,77,1019,0.0,Clear,clear sky,19:59,06:22,20:22,Lynchburg,1754265559
2025-08-03,20:15,71.01,71.42,77,1020,0.0,Clouds,few clouds,20:15,06:22,20:22,Lynchburg,1754266501
2025-08-03,20:30,71.01,71.47,78,1020,0.0,Clouds,few clouds,20:30,06:22,20:22,Lynchburg,1754267402
2025-08-03,20:45,69.64,70.2,83,1020,0.81,Clouds,overcast clouds,20:45,06:22,20:22,Lynchburg,1754268302
2025-08-03,21:00,68.5,69.04,85,1020,0.81,Clouds,overcast clouds,21:00,06:22,20:22,Lynchburg,1754269202
2025-08-03,21:15,67.66,68.22,87,1020,0.0,Clear,clear sky,21:13,06:22,20:22,Lynchburg,1754270012
2025-08-03,21:30,66.87,67.33,87,1020,0.0,Clear,clear sky,21:30,06:22,20:22,Lynchburg,1754271001
2025-08-03,21:45,66.31,66.72,87,1021,0.0,Clear,clear sky,21:45,06:22,20:22,Lynchburg,1754271902
2025-08-03,22:00,65.97,66.31,86,1021,0.0,Clear,clear sky,22:00,06:22,20:22,Lynchburg,1754272802
2025-08-03,22:15,65.12,65.43,87,1021,0.0,Clear,clear sky,22:14,06:22,20:22,Lynchburg,1754273680
2025-08-03,22:30,64.35,64.56,87,1021,0.0,Clear,clear sky,22:25,06:22,20:22,Lynchburg,1754274305
2025-08-03,22:45,64.35,64.53,86,1021,0.0,Clear,clear sky,22:45,06:22,20:22,Lynchburg,1754275502
2025-08-03,23:00,64.02,64.17,86,1021,0.0,Clear,clear sky,22:56,06:22,20:22,Lynchburg,1754276214
2025-08-03,23:15,63.05,63.14,87,1021,0.0,Clear,clear sky,23:15,06:22,20:22,Lynchburg,1754277301
2025-08-03,23:30,62.94,63.03,87,1021,0.0,Clear,clear sky,23:30,06:22,20:22,Lynchburg,1754278201
2025-08-03,23:45,62.83,62.85,86,1021,0.0,Clear,clear sky,23:45,06:22,20:22,Lynchburg,1754279102
