date,time,temp,feels_like,humidity,pressure,wind_speed,weather_main,weather_description,data_time,sunrise,sunset,city,unix_timestamp
2025-07-30,00:00,77.49,78.37,73,1017,0.0,Mist,mist,00:00,06:19,20:26,Lynchburg,1753848002
2025-07-30,00:15,77.49,78.28,71,1017,0.0,Clear,clear sky,00:15,06:19,20:26,Lynchburg,1753848901
2025-07-30,00:30,77.49,78.28,71,1017,0.0,Clear,clear sky,00:30,06:19,20:26,Lynchburg,1753849802
2025-07-30,00:45,77.49,78.17,69,1017,0.0,Clear,clear sky,00:45,06:19,20:26,Lynchburg,1753850702
2025-07-30,01:00,76.64,77.25,69,1017,0.0,Clear,clear sky,00:59,06:19,20:26,Lynchburg,1753851549
2025-07-30,01:15,76.62,77.18,68,1017,0.0,Clear,clear sky,01:15,06:19,20:26,Lynchburg,1753852502
2025-07-30,01:30,76.62,77.18,68,1017,0.0,Clear,clear sky,01:27,06:19,20:26,Lynchburg,1753853243
2025-07-30,01:45,76.62,77.18,68,1017,0.0,Clear,clear sky,01:40,06:19,20:26,Lynchburg,1753854048
2025-07-30,02:00,76.64,77.02,64,1017,0.0,Clear,clear sky,02:00,06:19,20:26,Lynchburg,1753855201
2025-07-30,02:15,76.35,76.93,69,1016,0.0,Clouds,few clouds,02:15,06:19,20:26,Lynchburg,1753856102
2025-07-30,02:30,76.35,76.93,69,1017,0.0,Clouds,few clouds,02:29,06:19,20:26,Lynchburg,1753856997
2025-07-30,02:45,75.52,75.97,68,1017,0.0,Clouds,few clouds,02:45,06:19,20:26,Lynchburg,1753857902
2025-07-30,03:00,75.52,75.97,68,1017,0.0,Clouds,few clouds,03:00,06:19,20:26,Lynchburg,1753858802
2025-07-30,03:15,75.52,75.92,67,1016,0.0,Clear,clear sky,03:13,06:19,20:26,Lynchburg,1753859613
2025-07-30,03:30,75.52,75.92,67,1016,0.0,Clear,clear sky,03:29,06:19,20:26,Lynchburg,1753860598
2025-07-30,03:45,75.52,75.92,67,1016,0.0,Clear,clear sky,03:45,06:19,20:26,Lynchburg,1753861501
2025-07-30,04:00,75.52,75.97,68,1016,0.0,Clear,clear sky,04:00,06:19,20:26,Lynchburg,1753862401
2025-07-30,04:15,74.66,74.93,66,1016,0.0,Clear,clear sky,04:15,06:19,20:26,Lynchburg,1753863302
2025-07-30,04:30,74.68,75.0,67,1016,0.0,Clear,clear sky,04:29,06:19,20:26,Lynchburg,1753864199
2025-07-30,04:45,74.68,75.0,67,1016,0.0,Clear,clear sky,04:45,06:19,20:26,Lynchburg,1753865102
2025-07-30,05:00,75.51,75.9,67,1016,0.0,Clear,clear sky,05:00,06:19,20:26,Lynchburg,1753866002
2025-07-30,05:15,75.78,75.97,62,1016,3.44,Clouds,scattered clouds,05:11,06:19,20:26,Lynchburg,1753866660
2025-07-30,05:30,74.89,75.04,63,1016,3.44,Clouds,scattered clouds,05:29,06:19,20:26,Lynchburg,1753867798
2025-07-30,05:45,74.89,75.04,63,1016,3.44,Clouds,scattered clouds,05:45,06:19,20:26,Lynchburg,1753868702
2025-07-30,06:00,74.89,75.04,63,1017,3.44,Clouds,scattered clouds,06:00,06:19,20:26,Lynchburg,1753869603
2025-07-30,06:15,74.66,74.88,65,1016,0.0,Clear,clear sky,06:14,06:19,20:26,Lynchburg,1753870498
2025-07-30,06:30,74.66,74.98,67,1017,0.0,Clear,clear sky,06:28,06:19,20:26,Lynchburg,1753871336
2025-07-30,06:45,74.66,74.98,67,1017,0.0,Clear,clear sky,06:45,06:19,20:26,Lynchburg,1753872302
2025-07-30,07:00,74.66,74.98,67,1017,0.0,Clear,clear sky,06:58,06:19,20:26,Lynchburg,1753873105
2025-07-30,07:15,74.89,75.0,62,1017,0.0,Clouds,scattered clouds,07:11,06:19,20:26,Lynchburg,1753873908
