date,time,temp,feels_like,humidity,pressure,wind_speed,weather_main,weather_description,data_time,sunrise,sunset,city,unix_timestamp
2025-08-13,00:00,76.75,77.94,81,1016,3.44,Clear,clear sky,23:59,06:31,20:11,Lynchburg,1755057593
2025-08-13,00:15,76.75,77.88,80,1016,0.0,Clear,clear sky,00:15,06:31,20:11,Lynchburg,1755058502
2025-08-13,00:30,76.24,77.32,80,1015,0.0,Clear,clear sky,00:30,06:31,20:11,Lynchburg,1755059401
2025-08-13,00:45,76.24,77.32,80,1016,0.0,Clear,clear sky,00:45,06:31,20:11,Lynchburg,1755060302
2025-08-13,01:00,75.99,77.0,79,1015,0.0,Clear,clear sky,00:59,06:31,20:11,Lynchburg,1755061190
2025-08-13,01:15,75.99,77.0,79,1016,4.61,Clear,clear sky,01:15,06:31,20:11,Lynchburg,1755062101
2025-08-13,01:30,75.81,76.95,82,1016,4.61,Clear,clear sky,01:28,06:31,20:11,Lynchburg,1755062888
2025-08-13,01:45,75.81,76.89,81,1015,4.61,Clear,clear sky,01:45,06:31,20:11,Lynchburg,1755063902
2025-08-13,02:00,75.81,76.89,81,1015,4.61,Clear,clear sky,02:00,06:31,20:11,Lynchburg,1755064802
2025-08-13,02:15,74.97,76.06,83,1015,0.0,Clear,clear sky,02:12,06:31,20:11,Lynchburg,1755065539
2025-08-13,02:30,75.56,76.53,79,1015,0.0,Clear,clear sky,02:30,06:31,20:11,Lynchburg,1755066601
2025-08-13,02:45,75.42,76.37,79,1015,0.0,Clear,clear sky,02:45,06:31,20:11,Lynchburg,1755067502
2025-08-13,03:00,75.2,76.28,82,1015,0.0,Clear,clear sky,02:59,06:31,20:11,Lynchburg,1755068380
2025-08-13,03:15,75.2,76.32,83,1015,4.61,Clear,clear sky,03:10,06:31,20:11,Lynchburg,1755069015
2025-08-13,03:30,74.75,75.78,82,1014,4.61,Clear,clear sky,03:30,06:31,20:11,Lynchburg,1755070202
2025-08-13,03:45,74.75,75.83,83,1014,4.61,Clear,clear sky,03:40,06:31,20:11,Lynchburg,1755070812
2025-08-13,04:00,74.75,75.78,82,1014,4.61,Clear,clear sky,03:59,06:31,20:11,Lynchburg,1755071997
2025-08-13,04:15,74.75,75.74,81,1014,5.75,Clear,clear sky,04:12,06:31,20:11,Lynchburg,1755072731
2025-08-13,04:30,74.75,75.74,81,1014,5.75,Clear,clear sky,04:30,06:31,20:11,Lynchburg,1755073801
2025-08-13,04:45,74.75,75.74,81,1014,5.75,Clear,clear sky,04:45,06:31,20:11,Lynchburg,1755074702
2025-08-13,05:00,74.84,75.83,81,1014,5.75,Rain,light rain,04:58,06:31,20:11,Lynchburg,1755075486
2025-08-13,05:15,74.75,75.78,82,1014,0.0,Rain,moderate rain,05:15,06:31,20:11,Lynchburg,1755076501
2025-08-13,05:30,74.75,75.78,82,1014,0.0,Clear,clear sky,05:30,06:31,20:11,Lynchburg,1755077402
2025-08-13,05:45,74.75,75.78,82,1014,0.0,Clear,clear sky,05:45,06:31,20:11,Lynchburg,1755078301
2025-08-13,06:00,74.75,75.78,82,1014,0.0,Clear,clear sky,05:59,06:31,20:11,Lynchburg,1755079148
2025-08-13,06:15,74.75,75.78,82,1014,3.44,Clouds,few clouds,06:15,06:31,20:11,Lynchburg,1755080102
2025-08-13,06:30,74.64,75.67,82,1014,3.44,Clouds,few clouds,06:30,06:31,20:11,Lynchburg,1755081001
2025-08-13,06:45,74.73,75.7,81,1015,4.61,Mist,mist,06:45,06:31,20:11,Lynchburg,1755081901
2025-08-13,07:00,74.73,75.76,82,1014,4.61,Mist,mist,06:55,06:31,20:11,Lynchburg,1755082522
2025-08-13,07:15,74.73,75.76,82,1015,3.44,Mist,mist,07:15,06:31,20:11,Lynchburg,1755083701
2025-08-13,07:30,74.84,75.88,82,1015,0.0,Clouds,overcast clouds,07:27,06:31,20:11,Lynchburg,1755084446
2025-08-13,07:45,74.84,75.88,82,1015,0.0,Clouds,overcast clouds,07:41,06:31,20:11,Lynchburg,1755085284
2025-08-13,08:00,74.84,75.88,82,1015,0.0,Clouds,overcast clouds,07:58,06:31,20:11,Lynchburg,1755086308
2025-08-13,08:15,75.31,76.39,82,1015,3.44,Mist,mist,08:15,06:31,20:11,Lynchburg,1755087302
2025-08-13,08:30,75.54,76.66,82,1015,3.44,Mist,mist,08:30,06:31,20:11,Lynchburg,1755088201
2025-08-13,08:45,75.63,76.69,81,1015,3.44,Mist,mist,08:41,06:31,20:11,Lynchburg,1755088901
2025-08-13,09:00,75.63,76.69,81,1015,3.44,Mist,mist,08:56,06:31,20:11,Lynchburg,1755089794
2025-08-13,09:15,76.26,77.34,80,1015,4.61,Clouds,overcast clouds,09:14,06:31,20:11,Lynchburg,1755090849
2025-08-13,09:30,76.8,77.94,80,1015,4.61,Clouds,overcast clouds,09:30,06:31,20:11,Lynchburg,1755091801
2025-08-13,09:45,76.73,77.77,78,1015,5.75,Clouds,overcast clouds,09:45,06:31,20:11,Lynchburg,1755092702
2025-08-13,10:00,77.4,78.64,81,1015,5.75,Clouds,overcast clouds,10:00,06:31,20:11,Lynchburg,1755093601
2025-08-13,10:15,79.03,79.03,82,1015,6.91,Clouds,broken clouds,10:15,06:31,20:11,Lynchburg,1755094501
2025-08-13,10:30,79.52,79.52,84,1015,6.91,Clouds,broken clouds,10:30,06:31,20:11,Lynchburg,1755095402
2025-08-13,10:45,79.52,79.52,85,1015,3.44,Clouds,broken clouds,10:45,06:31,20:11,Lynchburg,1755096301
2025-08-13,11:00,79.81,79.81,88,1015,3.44,Clouds,broken clouds,10:59,06:31,20:11,Lynchburg,1755097145
2025-08-13,11:15,80.11,85.64,88,1015,5.75,Clouds,overcast clouds,11:15,06:31,20:11,Lynchburg,1755098102
2025-08-13,11:30,80.11,85.5,87,1015,5.75,Clouds,overcast clouds,11:27,06:31,20:11,Lynchburg,1755098844
2025-08-13,11:45,80.58,85.66,81,1015,4.61,Clouds,overcast clouds,11:44,06:31,20:11,Lynchburg,1755099846
2025-08-13,12:00,80.08,84.96,84,1015,4.61,Clouds,overcast clouds,12:00,06:31,20:11,Lynchburg,1755100802
2025-08-13,12:15,80.08,84.96,84,1015,6.91,Clouds,broken clouds,12:14,06:31,20:11,Lynchburg,1755101649
2025-08-13,12:30,80.56,86.49,86,1015,6.91,Clouds,broken clouds,12:30,06:31,20:11,Lynchburg,1755102602
2025-08-13,12:45,80.56,86.49,86,1015,6.91,Clouds,broken clouds,12:42,06:31,20:11,Lynchburg,1755103372
2025-08-13,13:00,81.46,88.41,84,1014,6.91,Clouds,broken clouds,12:59,06:31,20:11,Lynchburg,1755104380
2025-08-13,13:15,81.73,89.11,84,1014,5.75,Clouds,scattered clouds,13:12,06:31,20:11,Lynchburg,1755105165
2025-08-13,13:30,81.73,88.63,82,1014,5.75,Clouds,scattered clouds,13:30,06:31,20:11,Lynchburg,1755106202
2025-08-13,13:45,85.05,95.63,77,1014,5.75,Clouds,scattered clouds,13:43,06:31,20:11,Lynchburg,1755106990
2025-08-13,14:00,85.91,97.09,75,1014,5.75,Clouds,scattered clouds,13:56,06:31,20:11,Lynchburg,1755107775
2025-08-13,14:15,87.03,99.16,73,1013,6.91,Clouds,scattered clouds,14:15,06:31,20:11,Lynchburg,1755108902
2025-08-13,14:30,87.03,98.13,71,1013,6.91,Clouds,scattered clouds,14:30,06:31,20:11,Lynchburg,1755109802
2025-08-13,14:45,87.13,97.43,69,1013,6.91,Clouds,scattered clouds,14:43,06:31,20:11,Lynchburg,1755110608
2025-08-13,15:00,84.4,93.9,77,1012,6.91,Clouds,scattered clouds,15:00,06:31,20:11,Lynchburg,1755111602
